draw,mu_1,sigma
687,0.050406355410814285,0.396200031042099
688,-0.03539590537548065,0.47312799096107483
689,0.06220042705535889,0.4204152822494507
690,0.04402182623744011,0.41451752185821533
691,0.04596410319209099,0.4754731059074402
692,0.016416223719716072,0.45136481523513794
693,-0.03145013004541397,0.47706007957458496
694,0.034024421125650406,0.45853084325790405
695,0.0167018361389637,0.47883370518684387
696,0.01702885329723358,0.46763643622398376
697,0.013091281056404114,0.4174310863018036
698,-0.04604588449001312,0.4313826858997345
699,-0.005662662908434868,0.42436856031417847
700,0.05654582381248474,0.4520889222621918
701,0.04208125174045563,0.4666672348976135
702,-0.04065096378326416,0.4594714939594269
703,0.013318796642124653,0.43306776881217957
704,0.014763786457479,0.4300232231616974
705,0.07294226437807083,0.45282065868377686
706,0.07995089143514633,0.40174829959869385
707,-0.013295849785208702,0.4253254234790802
708,0.045524291694164276,0.5048280358314514
709,0.09920724481344223,0.46000009775161743
710,0.021313436329364777,0.48509934544563293
711,0.03813513368368149,0.46872156858444214
712,0.03367069363594055,0.45608633756637573
713,0.11521771550178528,0.4900488555431366
714,-0.026743372902274132,0.49088653922080994
715,0.034941285848617554,0.46752461791038513
716,0.02668061852455139,0.47871536016464233
717,-0.034524768590927124,0.4434106945991516
718,0.029440496116876602,0.435740202665329
719,0.03487785533070564,0.4592894911766052
720,0.009146744385361671,0.4571340084075928
721,0.03514081984758377,0.4401645362377167
722,0.008090859279036522,0.43609166145324707
723,0.003078075125813484,0.4561688005924225
724,0.016669586300849915,0.4647328555583954
725,0.01815759390592575,0.47935739159584045
726,0.027847468852996826,0.46457457542419434
727,0.008893238380551338,0.4340534508228302
728,-0.0239445511251688,0.390206903219223
729,-0.022772254422307014,0.4327622354030609
730,0.0038833431899547577,0.4771976172924042
731,0.03615494444966316,0.47020626068115234
732,0.0019559375941753387,0.40771156549453735
733,0.061860255897045135,0.44603100419044495
734,0.02358553744852543,0.4547111392021179
735,0.0005935337394475937,0.41344374418258667
736,0.07402285933494568,0.4360310137271881
737,-0.0215603094547987,0.46145954728126526
738,-0.025910193100571632,0.44965749979019165
739,-0.027511419728398323,0.4925247132778168
740,-0.016073504462838173,0.44251370429992676
741,0.03851425647735596,0.47990682721138
742,0.00747104175388813,0.4265410900115967
743,-0.006065027788281441,0.42124637961387634
744,0.04644167423248291,0.38568416237831116
745,0.03261573240160942,0.4406763017177582
746,0.03971309959888458,0.387632817029953
747,0.07971365749835968,0.44844603538513184
748,0.011084072291851044,0.4514765441417694
749,0.024153875187039375,0.4471134543418884
750,0.013867576606571674,0.4527798891067505
751,-0.0022961199283599854,0.42142075300216675
752,0.009875627234578133,0.44268980622291565
753,0.007992025464773178,0.43117648363113403
754,0.012895073741674423,0.45863664150238037
755,0.05718662217259407,0.4391341507434845
756,0.011372679844498634,0.4073421359062195
757,0.02206115983426571,0.43335166573524475
758,0.09943367540836334,0.4566287398338318
759,0.01525750569999218,0.46293672919273376
760,-0.01659567467868328,0.4456533193588257
761,0.017843499779701233,0.4853532314300537
762,0.09424583613872528,0.4561466574668884
763,-0.030184654518961906,0.4214336574077606
764,0.01874571666121483,0.44585633277893066
765,0.09681902825832367,0.45651209354400635
766,0.07183641940355301,0.428567111492157
767,0.04534314572811127,0.43896955251693726
768,0.0390884168446064,0.4370281994342804
769,-0.05486608296632767,0.4138014316558838
770,0.020286060869693756,0.4582134187221527
771,-0.01847792975604534,0.48580798506736755
772,0.03070908598601818,0.4799622893333435
773,0.008510380983352661,0.5230599045753479
774,0.03560139611363411,0.4298660457134247
775,-0.04021916538476944,0.4417884945869446
776,0.052250973880290985,0.4624473452568054
777,-0.00900064967572689,0.46453720331192017
778,-0.02158946730196476,0.4221084713935852
779,0.010226283222436905,0.4306676685810089
780,0.06573116034269333,0.4042646586894989
781,0.11592039465904236,0.470113068819046
782,-0.017545225098729134,0.452887624502182
783,0.012886011973023415,0.4427131712436676
784,0.08940614014863968,0.42824727296829224
785,0.00922783836722374,0.4854014217853546
786,-0.022510850802063942,0.40750348567962646
787,0.019598986953496933,0.40483468770980835
788,0.03560185059905052,0.45213645696640015
789,0.04342595115303993,0.43279996514320374
790,0.08689656108617783,0.4430278539657593
791,-0.03508686274290085,0.4643610715866089
792,0.022482698783278465,0.4454939067363739
793,-0.018530195578932762,0.4345502555370331
794,0.009614452719688416,0.4497149884700775
795,0.07130823284387589,0.41966885328292847
796,0.005653293803334236,0.4531923830509186
797,0.11085524410009384,0.5057607889175415
798,0.013965331949293613,0.4656265079975128
799,0.00916622206568718,0.4201051890850067
800,-0.011264568194746971,0.5311404466629028
801,-0.06487227976322174,0.48303645849227905
802,-0.04317872226238251,0.4381422698497772
803,0.10398571193218231,0.444703072309494
804,0.037155404686927795,0.40277376770973206
805,-0.0099900271743536,0.4115830659866333
806,0.05137721821665764,0.4076294004917145
807,0.06044909358024597,0.4406808316707611
808,-0.031540364027023315,0.44536668062210083
809,0.007460195571184158,0.43498682975769043
810,0.0023153014481067657,0.4453296959400177
811,0.07678999751806259,0.48756662011146545
812,0.03852555528283119,0.4529949426651001
813,0.0873728021979332,0.48927733302116394
814,0.05002346634864807,0.4153120815753937
815,0.0781405121088028,0.4313136637210846
816,0.04677733778953552,0.43908578157424927
817,0.03426201641559601,0.4292986989021301
818,0.07483718544244766,0.43819573521614075
819,0.0170200914144516,0.5111895799636841
820,0.01556133572012186,0.4610539972782135
821,0.02425585687160492,0.5006522536277771
822,0.005264041945338249,0.4695855379104614
823,0.006390025839209557,0.43327006697654724
824,0.0807427316904068,0.480435311794281
825,0.043297674506902695,0.4043712913990021
826,-0.0008935499936342239,0.43246084451675415
827,0.04199410602450371,0.4437800943851471
828,0.08824240416288376,0.4584202468395233
829,0.052179012447595596,0.47013700008392334
830,0.043063290417194366,0.4614934027194977
831,0.09317277371883392,0.47986289858818054
832,0.013391301967203617,0.4503490924835205
833,0.06268858909606934,0.42353522777557373
834,-0.019610555842518806,0.46140196919441223
835,0.05969132110476494,0.4668882191181183
836,0.027562124654650688,0.4161313474178314
837,0.0023673903197050095,0.44611063599586487
838,0.055772922933101654,0.4319855272769928
839,0.05282509699463844,0.4287838041782379
840,0.034408703446388245,0.41864457726478577
841,0.026327574625611305,0.43792399764060974
842,0.04560429975390434,0.4696807265281677
843,-0.0007589124143123627,0.42740491032600403
844,0.01934552565217018,0.4844178557395935
845,0.053423844277858734,0.4478031098842621
846,0.08010635524988174,0.4347495138645172
847,0.04545681178569794,0.4419403672218323
848,0.06645205616950989,0.4565751850605011
849,0.06960620731115341,0.4645259976387024
850,0.03504417836666107,0.4316369891166687
851,0.024897519499063492,0.4482972025871277
852,0.06316506862640381,0.4375988841056824
853,0.018015947192907333,0.4949621558189392
854,0.025449808686971664,0.43842047452926636
855,0.04839770495891571,0.41036438941955566
856,0.007200438529253006,0.43849071860313416
857,0.033012229949235916,0.4812207818031311
858,0.031961727887392044,0.4714658558368683
859,-0.023066727444529533,0.4111196994781494
860,0.046813368797302246,0.4454023241996765
861,-0.003167020156979561,0.44533571600914
862,0.0003175530582666397,0.42727455496788025
863,0.04269717261195183,0.42001140117645264
864,0.061706461012363434,0.4525768458843231
865,0.027745038270950317,0.442151814699173
866,-0.028713220730423927,0.45987170934677124
867,0.05906379967927933,0.43179869651794434
868,0.03203046694397926,0.44637298583984375
869,0.041703272610902786,0.4278733730316162
870,0.044215574860572815,0.47818809747695923
871,0.014404039829969406,0.45283976197242737
872,0.004736959934234619,0.5268526077270508
873,-0.02254524640738964,0.42804068326950073
874,0.08008307218551636,0.41291868686676025
875,0.06811849772930145,0.45399725437164307
876,0.07286497950553894,0.4220961928367615
877,0.04802747815847397,0.441125750541687
878,-0.008115449920296669,0.46563395857810974
879,-0.0062670353800058365,0.40448829531669617
880,0.030767502263188362,0.4117264151573181
881,-0.049418218433856964,0.4268994629383087
882,0.014417881146073341,0.42614588141441345
883,-0.0031797830015420914,0.4962681233882904
884,0.013977797701954842,0.4786517322063446
885,0.053546104580163956,0.3944740891456604
886,0.038332387804985046,0.477017879486084
887,0.04299699515104294,0.469896137714386
888,0.07593058049678802,0.4502789378166199
889,0.03014848195016384,0.45948201417922974
890,0.02085353620350361,0.4318956136703491
891,0.051699116826057434,0.45975419878959656
892,0.060789018869400024,0.4382564425468445
893,0.017719388008117676,0.48711052536964417
894,0.0967511385679245,0.43536242842674255
895,0.06539098173379898,0.42591139674186707
896,0.07463902235031128,0.4352115988731384
897,0.039745964109897614,0.4497469663619995
898,0.0686032772064209,0.43480393290519714
899,0.016204018145799637,0.4761410057544708
900,0.0482214093208313,0.44088342785835266
901,0.0546158105134964,0.4713493585586548
902,-0.008797774091362953,0.4696612060070038
903,0.040953923016786575,0.43264883756637573
904,0.07298839837312698,0.4589926302433014
905,0.08081243187189102,0.43581682443618774
906,0.09779532998800278,0.43798017501831055
907,-0.006115386262536049,0.43875032663345337
908,-0.004292203113436699,0.4183879494667053
909,0.029854286462068558,0.52799391746521
910,-0.014250891283154488,0.4602973759174347
911,0.021229788661003113,0.4480254352092743
912,-0.00613025389611721,0.4519396126270294
913,-0.0020773373544216156,0.453982412815094
914,-0.01329045183956623,0.4523307681083679
915,-0.029833612963557243,0.4314192235469818
916,0.03040379099547863,0.426914244890213
917,0.018926670774817467,0.4577333927154541
918,0.10855936259031296,0.5407693982124329
919,0.0038392972201108932,0.4592650532722473
920,-0.021073387935757637,0.4588310420513153
921,0.01475632842630148,0.40438660979270935
922,0.026698637753725052,0.42371824383735657
923,0.030939441174268723,0.46933162212371826
924,0.058309294283390045,0.47623732686042786
925,-0.013888893648982048,0.4503209590911865
926,0.038082003593444824,0.42544907331466675
927,0.01925521343946457,0.4165211617946625
928,0.01925358548760414,0.4492730498313904
929,0.05476672947406769,0.43227824568748474
930,0.015962693840265274,0.44030964374542236
931,0.01651226356625557,0.42557716369628906
932,-0.024206383153796196,0.47489243745803833
933,0.035301949828863144,0.47470250725746155
934,0.03393682464957237,0.46544963121414185
935,-0.02538803406059742,0.4591933488845825
936,0.03248827904462814,0.5020423531532288
937,-0.03648713231086731,0.4620521068572998
938,0.055513978004455566,0.4239574670791626
939,0.02929392084479332,0.4150106906890869
940,0.107536181807518,0.41789498925209045
941,-0.005192270502448082,0.46765783429145813
942,0.02973039075732231,0.40356072783470154
943,-0.04694359749555588,0.45649898052215576
944,0.053800567984580994,0.41935470700263977
945,-0.015125749632716179,0.46608856320381165
946,-0.06254076212644577,0.46621400117874146
947,0.038235973566770554,0.4342430531978607
948,0.04227493330836296,0.42573386430740356
949,0.024000510573387146,0.43273308873176575
950,-0.002862071618437767,0.4433659315109253
951,0.04430459812283516,0.48654940724372864
952,0.08123934268951416,0.46157538890838623
953,-0.027247970923781395,0.4346008896827698
954,0.013968377374112606,0.4148235321044922
955,0.0872679278254509,0.43217772245407104
956,0.00941712036728859,0.4607524871826172
957,0.0865023210644722,0.4920523464679718
958,0.007389076054096222,0.4775810241699219
959,0.022950511425733566,0.4533281922340393
960,0.02864067815244198,0.4700305461883545
961,0.01080341450870037,0.48495128750801086
962,-0.04281441122293472,0.43123531341552734
963,0.053387053310871124,0.49211809039115906
964,0.05937113240361214,0.4313068687915802
965,-0.006152370944619179,0.40779685974121094
966,0.039778102189302444,0.435528963804245
967,0.03304160013794899,0.4178994297981262
968,0.032344017177820206,0.3882368505001068
969,0.03257226198911667,0.44150814414024353
970,0.06792512536048889,0.4854629635810852
971,0.0339440256357193,0.4249155819416046
972,0.03534509986639023,0.45423072576522827
973,0.04806118458509445,0.4887763559818268
974,-0.02604462020099163,0.4496035575866699
975,0.07116995751857758,0.4946088194847107
976,0.009852221235632896,0.43601474165916443
977,0.03197750821709633,0.4392010271549225
978,0.06674722582101822,0.42168575525283813
979,0.02543402835726738,0.41225579380989075
980,-0.055687591433525085,0.46694669127464294
981,0.03290228545665741,0.4822882115840912
982,0.04546042159199715,0.4567886292934418
983,0.045399829745292664,0.4391196668148041
984,0.06631601601839066,0.5116799473762512
985,-0.022408047690987587,0.4298497438430786
986,-0.003700053319334984,0.45967063307762146
987,-0.013079440221190453,0.4459308981895447
988,0.025861050933599472,0.45479992032051086
989,0.08425088971853256,0.4723112881183624
990,0.07094477117061615,0.4304613769054413
991,0.09226781874895096,0.46966513991355896
992,-0.006435474380850792,0.42990079522132874
993,-0.003932582214474678,0.4570983350276947
994,0.004693236202001572,0.4286428391933441
995,0.08689979463815689,0.4314126670360565
996,-0.043787963688373566,0.44983771443367004
997,0.03911900892853737,0.45824432373046875
998,0.03357455134391785,0.43842583894729614
999,0.015579420141875744,0.4601340889930725
